date tile lat lon B3 B4 B11 FSCOG
20180226 32TMM 42.2423 8.5536 0.0 0.0 0.0 0.0
20180313 32TMM 42.2423 8.5536 0.0 0.0 0.0 0.0
20180323 32TMM 42.2423 8.5536 0.0 0.0 0.0 0.0
20180507 32TMM 42.2423 8.5536 0.0 0.0 0.0 0.0
20171119 32VPM 60.1167 10.8167 0.0 0.0 0.0 0.0
20171218 33UVA 54.2333 13.9 0.0 0.0 0.0 0.0
20171211 34VFK 57.7833 23.25 0.0 0.0 0.0 0.0
20171116 35VNE 57.8333 27.0167 0.0 0.0 0.0 0.0
20171121 35VLE 58.0833 23.9667 0.0 0.0 0.0 0.0
20171202 31TCG 42.3003 1.5831 0.0 0.0 0.0 0.0
20171209 31TCG 42.3003 1.5831 0.0 0.0 0.0 0.0
20171212 31TCG 42.3003 1.5831 0.0 0.0 0.0 0.0
20171219 31TCG 42.3003 1.5831 0.0 0.0 0.0 0.0
20180116 31TCG 42.3003 1.5831 0.0 0.0 0.0 0.0
20180118 31TCG 42.3003 1.5831 0.0 0.0 0.0 0.0
20180128 31TCG 42.3003 1.5831 0.0 0.0 0.0 0.0
20180131 31TCG 42.3003 1.5831 0.0 0.0 0.0 0.0
20180210 31TCG 42.3003 1.5831 0.0 0.0 0.0 0.0
20180215 31TCG 42.3003 1.5831 0.0 0.0 0.0 0.0
20180516 31TCG 42.3003 1.5831 0.0 0.0 0.0 0.0
20180804 31TCG 42.3003 1.5831 0.0 0.0 0.0 0.0
20180130 32TLR 45.6695 6.5377 0.0 0.0 0.0 0.0
20171225 32TPT 46.8833 10.4833 0.0 0.0 0.0 0.0
20171207 33TUN 47.1 13.1333 0.0 0.0 0.0 0.0
20171225 33TUN 47.1 13.1333 0.0 0.0 0.0 0.0
20171213 32TMS 46.1833 7.8333 0.0 0.0 0.0 0.0
20171231 32TMS 46.1833 7.8333 0.0 0.0 0.0 0.0
20171225 32TPT 47.25 11.3333 0.0 0.0 0.0 0.0
20171221 31TGK 44.6713 5.6093 0.0 0.0 0.0 0.0
20180128 31TGK 44.6713 5.6093 0.0 0.0 0.0 0.0
20180228 32TPR 45.7589 11.1748 0.0 0.0 0.0 0.0
20171124 32VNM 59.7 10.1333 0.0 0.0 0.0 0.0
20171119 32VNM 60.05 10.6833 0.0 0.0 0.0 0.0
20180303 32TLP 43.4087 6.8517 0.0 0.0 0.0 0.0
20180306 32TLP 43.4087 6.8517 0.0 0.0 0.0 0.0
20180323 32TLP 43.4087 6.8517 0.0 0.0 0.0 0.0
20180422 32TLP 43.4087 6.8517 0.0 0.0 0.0 0.0
20180427 32TLP 43.4087 6.8517 0.0 0.0 0.0 0.0
20180512 32TLP 43.4087 6.8517 0.0 0.0 0.0 0.0
20180621 32TLP 43.4087 6.8517 0.0 0.0 0.0 0.0
20180626 32TLP 43.4087 6.8517 0.0 0.0 0.0 0.0
20180711 32TLP 43.4087 6.8517 0.0 0.0 0.0 0.0
20180726 32TLP 43.4087 6.8517 0.0 0.0 0.0 0.0
20180731 32TLP 43.4087 6.8517 0.0 0.0 0.0 0.0
20180803 32TLP 43.4087 6.8517 0.0 0.0 0.0 0.0
20180805 32TLP 43.4087 6.8517 0.0 0.0 0.0 0.0
20180820 32TLP 43.4087 6.8517 0.0 0.0 0.0 0.0
20180825 32TLP 43.4087 6.8517 0.0 0.0 0.0 0.0
20171225 33TVM 46.8333 14.1833 0.0 0.0 0.0 0.0
20171220 33TUM 46.5061 13.5628 0.0 0.0 0.0 0.0
20171205 32TPS 46.3345 11.5545 0.0 0.0 0.0 0.0
20171221 32TLS 46.2218 6.7917 0.0 0.0 0.0 0.0
20180124 32TQS 46.5919 12.9553 0.0 0.0 0.0 0.0
20171225 32TQS 46.4264 11.6923 0.0 0.0 0.0 0.0
20180124 32TQS 46.4264 11.6923 0.0 0.0 0.0 0.0
20180129 32TQS 46.4264 11.6923 0.0 0.0 0.0 0.0
20171205 32TPS 46.4096 10.8032 0.0 0.0 0.0 0.0
20180405 31TGK 45.092 6.0703 0.0 0.0 0.0 0.0
20171206 32TLR 45.1865 6.6927 0.0 0.0 0.0 0.0
20171220 32TQS 46.3463 11.6821 0.0 0.0 0.0 0.0
20171225 32TQS 46.3463 11.6821 0.0 0.0 0.0 0.0
20180124 32TQS 46.3463 11.6821 0.0 0.0 0.0 0.0
20180129 32TQS 46.3463 11.6821 0.0 0.0 0.0 0.0
20171221 32TLS 46.0022 6.6917 0.0 0.0 0.0 0.0
20180209 32TLS 46.0022 6.6917 0.0 0.0 0.0 0.0
20171221 32TLS 45.9677 6.939 0.0 0.0 0.0 0.0
20180115 32TLP 44.2092 6.9082 0.0 0.0 0.0 0.0
20171231 32TLP 44.0855 6.9382 0.0 0.0 0.0 0.0
20180115 32TLP 44.0855 6.9382 0.0 0.0 0.0 0.0
20171220 32TPS 46.8091 11.2471 0.0 0.0 0.0 0.0
20171225 32TPS 46.8091 11.2471 0.0 0.0 0.0 0.0
20171220 33TUM 46.46 13.4822 0.0 0.0 0.0 0.0
20171224 31TGK 45.0213 5.5673 0.0 0.0 0.0 0.0
20180123 31TGK 45.0213 5.5673 0.0 0.0 0.0 0.0
20171221 31TGK 44.356 6.5842 0.0 0.0 0.0 0.0
20180209 31TGK 44.356 6.5842 0.0 0.0 0.0 0.0
20180209 32TLS 46.185 6.7745 0.0 0.0 0.0 100.0
20180209 32TLS 46.338 6.7048 0.0 0.0 0.0 0.0
20180113 31TGK 45.1068 5.6055 0.0 0.0 0.0 0.0
20180123 31TGK 45.1068 5.6055 0.0 0.0 0.0 0.0
20180128 31TGK 45.1068 5.6055 0.0 0.0 0.0 0.0
20180425 32ULU 48.46 7.1835 0.0 0.0 0.0 0.0
20180717 31TEK 44.5797 3.3239 0.0 0.0 0.0 0.0
